Verse	Modern	Koine	Lemma	ESN	Role	Morphology
40001024	ὁ	ο	ὁ	35880	E	....NMS
40001024	ἄγγελος	αγγελοσ	ἄγγελος	320	N	....NMS
40001024	˚Κυρίου,	=κυ	κύριος	29620	N	....GMS
40001024	καὶ	και	καί	25320	C	.......
40001024	παρέλαβεν	παρελαβεν	παραλαμβάνω	38800	V	IAA3..S
40001024	τὴν	την	ὁ	35880	E	....AFS
40001024	γυναῖκα	γυναικα	γυνή	11350	N	....AFS
40001024	αὐτοῦ,	αυτου	αὐτός	8460	R	...3GMS
40001025	καὶ	και	καί	25320	C	.......
40001025	οὐκ	ουκ	οὐ	37560	D	.......
40001025	ἐγίνωσκεν	εγινωσκεν	γινώσκω	10970	V	IIA3..S
40001025	αὐτὴν	αυτην	αὐτός	8460	R	...3AFS
40001025	ἕως	εωσ	ἕως	21930	C	.......
40001025	οὗ	ου	ὅς	37390	R	....GNS
40001025	ἔτεκεν	ετεκεν	τίκτω	50880	V	IAA3..S
40001025	υἱόν·	υιον	υἱός	52070	N	....AMS
40001025	καὶ	και	καί	25320	C	.......
40001025	ἐκάλεσεν	εκαλεσεν	καλέω	25640	V	IAA3..S
40001025	τὸ	το	ὁ	35880	E	....ANS
40001025	ὄνομα	ονομα	ὄνομα	36860	N	....ANS
40001025	αὐτοῦ,	αυτου	αὐτός	8460	R	...3GMS
40001025	˚Ἰησοῦν.	=ιν	Ἰησοῦς	24240	N	....AMS
40002001	¶Τοῦ	του	ὁ	35880	E	....GMS
40002001	δὲ	δε	δέ	11610	C	.......
40002001	˚Ἰησοῦ	=ιυ	Ἰησοῦς	24240	N	....GMS
40002001	γεννηθέντος	γεννηθεντοσ	γεννάω	10800	V	PAP.GMS
40002001	ἐν	εν	ἐν	17220	P	.......
40002001	Βηθλέεμ	βηθλεεμ	Βηθλέεμ	9650	N	....DFS
40002001	τῆς	τησ	ὁ	35880	E	....GFS
40002001	Ἰουδαίας	ιουδαιασ	Ἰουδαία	24490	N	....GFS
40002001	ἐν	εν	ἐν	17220	P	.......
40002001	ἡμέραις	ημεραισ	ἡμέρα	22500	N	....DFP
40002001	Ἡρῴδου	ηρωδου	Ἡρῴδης	22640	N	....GMS
40002001	τοῦ	του	ὁ	35880	E	....GMS
40002001	βασιλέως,	βασιλεωσ	βασιλεύς	9350	N	....GMS
40002001	ἰδοὺ,	ιδου	ὁράω	37080	I	MAM2..S
40002001	μάγοι	μαγοι	μάγος	30970	N	....NMP
40002001	ἀπὸ	απο	ἀπό	5750	P	.......
40002001	ἀνατολῶν	ανατολων	ἀνατολή	3950	N	....GFP
40002001	παρεγένοντο	παρεγενοντο	παραγίνομαι	38540	V	IAM3..P
40002001	εἰς	εισ	εἰς	15190	P	.......
40002001	Ἱεροσόλυμα	ιεροσολυμα	Ἱεροσόλυμα	24140	N	....ANP
40002002	λέγοντες,	λεγοντεσ	λέγω	30040	V	PPA.NMP
40002002	“Ποῦ	που	ποῦ	42260	D	.......
40002002	ἐστιν	εστιν	εἰμί	15100	V	IPA3..S
40002002	ὁ,	ο	ὁ	35880	R	....NMS
40002002	τεχθεὶς	τεχθεισ	τίκτω	50880	V	PAP.NMS
40002002	Βασιλεὺς	βασιλευσ	βασιλεύς	9350	N	....NMS
40002002	τῶν	των	ὁ	35880	E	....GMP
40002002	Ἰουδαίων;	ιουδαιων	Ἰουδαῖος	24530	S	....GMP
40002002	Εἴδομεν	ιδομεν	ὁράω	37080	V	IAA1..P
40002002	γὰρ	γαρ	γάρ	10630	C	.......
40002002	αὐτοῦ	αυτου	αὐτός	8460	R	...3GMS
40002002	τὸν	τον	ὁ	35880	E	....AMS
40002002	ἀστέρα	αστερα	ἀστήρ	7920	N	....AMS
40002002	ἐν	εν	ἐν	17220	P	.......
40002002	τῇ	τη	ὁ	35880	E	....DFS
40002002	ἀνατολῇ	ανατολη	ἀνατολή	3950	N	....DFS
40002002	καὶ	και	καί	25320	C	.......
40002002	ἤλθομεν	ηλθομεν	ἔρχομαι	20640	V	IAA1..P
40002002	προσκυνῆσαι	προσκυνησαι	προσκυνέω	43520	V	NAA....
40002002	αὐτῷ.”	αυτω	αὐτός	8460	R	...3DMS
40002003	Ἀκούσας	ακουσασ	ἀκούω	1910	V	PAA.NMS
40002003	δὲ	δε	δέ	11610	C	.......
40002003	ὁ	ο	ὁ	35880	E	....NMS
40002003	βασιλεὺς	βασιλευσ	βασιλεύς	9350	N	....NMS
40002003	Ἡρῴδης	ηρωδησ	Ἡρῴδης	22640	N	....NMS
40002003	ἐταράχθη,	εταραχθη	ταράσσω	50150	V	IAP3..S
40002003	καὶ	και	καί	25320	C	.......
40002003	πᾶσα	πασα	πᾶς	39560	E	....NFS
40002003	Ἱεροσόλυμα	ιεροσολυμα	Ἱεροσόλυμα	24140	N	....NFS
40002003	μετʼ	μετ	μετά	33260	P	.......
40002003	αὐτοῦ.	αυτου	αὐτός	8460	R	...3GMS
40002004	Καὶ	και	καί	25320	C	.......
40002004	συναγαγὼν	συναγαγων	συνάγω	48630	V	PAA.NMS
40002004	πάντας	παντασ	πᾶς	39560	E	....AMP
40002004	τοὺς	τουσ	ὁ	35880	E	....AMP
40002004	ἀρχιερεῖς	αρχιερεισ	ἀρχιερεύς	7490	N	....AMP
40002004	καὶ	και	καί	25320	C	.......
40002004	γραμματεῖς	γραμματεισ	γραμματεύς	11220	N	....AMP
40002004	τοῦ	του	ὁ	35880	E	....GMS
40002004	λαοῦ,	λαου	λαός	29920	N	....GMS
40002004	ἐπυνθάνετο	επυνθανετο	πυνθάνομαι	44410	V	IIM3..S
40002004	παρʼ	παρ	παρά	38440	P	.......
40002004	αὐτῶν	αυτων	αὐτός	8460	R	...3GMP
40002004	ποῦ	που	ποῦ	42260	D	.......
40002004	ὁ	ο	ὁ	35880	E	....NMS
40002004	˚Χριστὸς	=χσ	χριστός	55470	N	....NMS
40002004	γεννᾶται.	γενναται	γεννάω	10800	V	IPP3..S
40002005	Οἱ	οι	ὁ	35880	R	...3NMP
40002005	δὲ	δε	δέ	11610	C	.......
40002005	εἶπαν	ειπαν	λέγω	30040	V	IAA3..P
40002005	αὐτῷ,	αυτω	αὐτός	8460	R	...3DMS
40002005	“Ἐν	εν	ἐν	17220	P	.......
40002005	Βηθλέεμ	βηθλεεμ	Βηθλέεμ	9650	N	....DFS
40002005	τῆς	τησ	ὁ	35880	E	....GFS
40002005	Ἰουδαίας”·	ιουδαιασ	Ἰουδαία	24490	N	....GFS
40002005	οὕτως	ουτωσ	οὕτως	37790	D	.......
40002005	γὰρ	γαρ	γάρ	10630	C	.......
40002005	γέγραπται	γεγραπται	γράφω	11250	V	IEP3..S
40002005	διὰ	δια	διά	12230	P	.......
40002005	τοῦ	του	ὁ	35880	E	....GMS
40002005	προφήτου:	προφητου	προφήτης	43960	N	....GMS
40002006	“Καὶ	και	καί	25320	C	.......
40002006	σύ	συ	σύ	47710	R	...2N.S
40002006	Βηθλέεμ,	βηθλεεμ	Βηθλέεμ	9650	N	....VFS
40002006	γῆ	γη	γῆ	10930	N	....VFS
40002006	Ἰούδα,	ιουδα	Ἰούδας	24550	N	....GMS
40002006	οὐδαμῶς	ουδαμωσ	οὐδαμῶς	37600	D	.......
40002006	ἐλαχίστη	ελαχιστη	ἐλάχιστος	16460	S	....NFS
40002006	εἶ	ει	εἰμί	15100	V	IPA2..S
40002006	ἐν	εν	ἐν	17220	P	.......
40002006	τοῖς	τοισ	ὁ	35880	E	....DMP
40002006	ἡγεμόσιν	ηγεμοσιν	ἡγεμών	22320	N	....DMP
40002006	Ἰούδα·	ιουδα	Ἰούδας	24550	N	....GMS
40002006	ἐξ	εξ	ἐκ	15370	P	.......
40002006	σοῦ	σου	σύ	47710	R	...2G.S
40002006	γὰρ	γαρ	γάρ	10630	C	.......
40002006	ἐξελεύσεται	εξελευσεται	ἐξέρχομαι	18310	V	IFM3..S
40002006	ἡγούμενος,	ηγουμενοσ	ἡγέομαι	22330	V	PPM.NMS
40002006	ὅστις	οστισ	ὅστις	37480	R	....NMS
40002006	ποιμανεῖ	ποιμανει	ποιμαίνω	41650	V	IFA3..S
40002006	τὸν	τον	ὁ	35880	E	....AMS
40002006	λαόν	λαον	λαός	29920	N	....AMS
40002006	μου	μου	ἐγώ	14730	R	...1G.S
40002006	τὸν	τον	ὁ	35880	E	....AMS
40002006	Ἰσραήλ.”	ισραηλ	Ἰσραήλ	24740	N	....AMS
40002007	¶Τότε	τοτε	τότε	51190	D	.......
40002007	Ἡρῴδης	ηρωδησ	Ἡρῴδης	22640	N	....NMS
40002007	λάθρᾳ	λαθρα	λάθρᾳ	29770	D	.......
40002007	καλέσας	καλεσασ	καλέω	25640	V	PAA.NMS
40002007	τοὺς	τουσ	ὁ	35880	E	....AMP
40002007	μάγους,	μαγουσ	μάγος	30970	N	....AMP
40002007	ἠκρίβωσεν	ηκριβωσεν	ἀκριβόω	1980	V	IAA3..S
40002007	παρʼ	παρ	παρά	38440	P	.......
40002007	αὐτῶν	αυτων	αὐτός	8460	R	...3GMP
40002007	τὸν	τον	ὁ	35880	E	....AMS
40002007	χρόνον	χρονον	χρόνος	55500	N	....AMS
40002007	τοῦ	του	ὁ	35880	E	....GMS
40002007	φαινομένου	φαινομενου	φαίνω	53160	V	PPM.GMS
40002007	ἀστέρος.	αστεροσ	ἀστήρ	7920	N	....GMS
40002008	Καὶ	και	καί	25320	C	.......
40002008	πέμψας	πεμψασ	πέμπω	39920	V	PAA.NMS
40002008	αὐτοὺς	αυτουσ	αὐτός	8460	R	...3AMP
40002008	εἰς	εισ	εἰς	15190	P	.......
40002008	Βηθλέεμ	βηθλεεμ	Βηθλέεμ	9650	N	....AFS
40002008	εἶπεν,	ειπεν	λέγω	30040	V	IAA3..S
40002008	“Πορευθέντες,	πορευθεντεσ	πορεύω	41980	V	PAP.NMP
40002008	ἐξετάσατε	εξετασατε	ἐξετάζω	18330	V	MAA2..P
40002008	ἀκριβῶς	ακριβωσ	ἀκριβῶς	1990	D	.......
40002008	περὶ	περι	περί	40120	P	.......
40002008	τοῦ	του	ὁ	35880	E	....GNS
40002008	παιδίου·	παιδιου	παιδίον	38130	N	....GNS
40002008	ἐπὰν	επαν	ἐπάν	18750	C	.......
40002008	δὲ	δε	δέ	11610	C	.......
40002008	εὕρητε,	ευρητε	εὑρίσκω	21470	V	SAA2..P
40002008	ἀπαγγείλατέ	απαγγειλατε	ἀπαγγέλλω	5180	V	MAA2..P
40002008	μοι	μοι	ἐγώ	14730	R	...1D.S
40002008	ὅπως	οπωσ	ὅπως	37040	C	.......
40002008	κἀγὼ	καγω	κἀγώ	25040	R	...1N.S
40002008	ἐλθὼν	ελθων	ἔρχομαι	20640	V	PAA.NMS
40002008	προσκυνήσω	προσκυνησω	προσκυνέω	43520	V	SAA1..S
40002008	αὐτῷ.”	αυτω	αὐτός	8460	R	...3DMS
40002009	Οἱ	οι	ὁ	35880	R	....NMP
40002009	δὲ	δε	δέ	11610	C	.......
40002009	ἀκούσαντες	ακουσαντεσ	ἀκούω	1910	V	PAA.NMP
40002009	τοῦ	του	ὁ	35880	E	....GMS
40002009	βασιλέως,	βασιλεωσ	βασιλεύς	9350	N	....GMS
40002009	ἐπορεύθησαν,	επορευθησαν	πορεύω	41980	V	IAP3..P
40002009	καὶ	και	καί	25320	C	.......
40002009	ἰδοὺ,	ιδου	ὁράω	37080	I	MAM2..S
40002009	ὁ	ο	ὁ	35880	E	....NMS
40002009	ἀστὴρ,	αστηρ	ἀστήρ	7920	N	....NMS
40002009	ὃν	ον	ὅς	37390	R	....AMS
40002009	εἶδον	ειδον	ὁράω	37080	V	IAA3..P
40002009	ἐν	εν	ἐν	17220	P	.......
40002009	τῇ	τη	ὁ	35880	E	....DFS
40002009	ἀνατολῇ,	ανατολη	ἀνατολή	3950	N	....DFS
40002009	προῆγεν	προηγεν	προάγω	42540	V	IIA3..S
40002009	αὐτούς	αυτουσ	αὐτός	8460	R	...3AMP
40002009	ἕως	εωσ	ἕως	21930	C	.......
40002009	ἐλθὼν	ελθων	ἔρχομαι	20640	V	PAA.NMS
40002009	ἐστάθη	εσταθη	ἵστημι	24760	V	IAP3..S
40002009	ἐπάνω	επανω	ἐπάνω	18830	P	.......
40002009	οὗ	ου	οὗ	37570	D	.......
40002009	ἦν	ην	εἰμί	15100	V	IIA3..S
40002009	τὸ	το	ὁ	35880	E	....NNS
40002009	παιδίον.	παιδιον	παιδίον	38130	N	....NNS
40002010	Ἰδόντες	ιδοντεσ	ὁράω	37080	V	PAA.NMP
40002010	δὲ	δε	δέ	11610	C	.......
40002010	τὸν	τον	ὁ	35880	E	....AMS
40002010	ἀστέρα,	αστερα	ἀστήρ	7920	N	....AMS
40002010	ἐχάρησαν	εχαρησαν	χαίρω	54630	V	IAP3..P
40002010	χαρὰν	χαραν	χαρά	54790	N	....AFS
40002010	μεγάλην	μεγαλην	μέγας	31730	A	....AFS
40002010	σφόδρα.	σφοδρα	σφόδρα	49700	D	.......
40002011	Καὶ	και	καί	25320	C	.......
40002011	ἐλθόντες	ελθοντεσ	ἔρχομαι	20640	V	PAA.NMP
40002011	εἰς	εισ	εἰς	15190	P	.......
40002011	τὴν	την	ὁ	35880	E	....AFS
40002011	οἰκίαν,	οικιαν	οἰκία	36140	N	....AFS
40002011	εἶδον	ιδον	ὁράω	37080	V	IAA3..P
40002011	τὸ	το	ὁ	35880	E	....ANS
40002011	παιδίον	παιδιον	παιδίον	38130	N	....ANS
40002011	μετὰ	μετα	μετά	33260	P	.......
40002011	Μαρίας	μαριασ	Μαρία	31370	N	....GFS
40002011	τῆς	τησ	ὁ	35880	E	....GFS
40002011	μητρὸς	μητροσ	μήτηρ	33840	N	....GFS
40002011	αὐτοῦ,	αυτου	αὐτός	8460	R	...3GMS
40002011	καὶ	και	καί	25320	C	.......
40002011	πεσόντες	πεσοντεσ	πίπτω	40980	V	PAA.NMP
40002011	προσεκύνησαν	προσεκυνησαν	προσκυνέω	43520	V	IAA3..P
40002011	αὐτῷ,	αυτω	αὐτός	8460	R	...3DMS
40002011	καὶ	και	καί	25320	C	.......
40002011	ἀνοίξαντες	ανοιξαντεσ	ἀνοίγω	4550	V	PAA.NMP
40002011	τοὺς	τουσ	ὁ	35880	E	....AMP
40002011	θησαυροὺς	θησαυρουσ	θησαυρός	23440	N	....AMP
40002011	αὐτῶν,	αυτων	αὐτός	8460	R	...3GMP
40002011	προσήνεγκαν	προσηνεγκαν	προσφέρω	43740	V	IAA3..P
40002011	αὐτῷ	αυτω	αὐτός	8460	R	...3DMS
40002011	δῶρα:	δωρα	δῶρον	14350	N	....ANP
40002011	χρυσὸν,	χρυσον	χρυσός	55570	N	....AMS
40002011	καὶ	και	καί	25320	C	.......
40002011	λίβανον,	λιβανον	λίβανος	30300	N	....AMS
40002011	καὶ	και	καί	25320	C	.......
40002011	σμύρναν.	σμυρναν	σμύρνα	46660	N	....AFS
40002012	Καὶ	και	καί	25320	C	.......
40002012	χρηματισθέντες	χρηματισθεντεσ	χρηματίζω	55370	V	PAP.NMP
40002012	κατʼ	κατ	κατά	25960	P	.......
40002012	ὄναρ	οναρ	ὄναρ	36770	N	....ANS
40002012	μὴ	μη	μή	33610	D	.......
40002012	ἀνακάμψαι	ανακαμψαι	ἀνακάμπτω	3440	V	NAA....
40002012	πρὸς	προσ	πρός	43140	P	.......
40002012	Ἡρῴδην,	ηρωδην	Ἡρῴδης	22640	N	....AMS
40002012	διʼ	δι	διά	12230	P	.......
40002012	ἄλλης	αλλησ	ἄλλος	2430	E	....GFS
40002012	ὁδοῦ	οδου	ὁδός	35980	N	....GFS
40002012	ἀνεχώρησαν	ανεχωρησαν	ἀναχωρέω	4020	V	IAA3..P
40002012	εἰς	εισ	εἰς	15190	P	.......
40002012	τὴν	την	ὁ	35880	E	....AFS
40002012	χώραν	χωραν	χώρα	55610	N	....AFS
40002012	αὐτῶν.	αυτων	αὐτός	8460	R	...3GMP
40002013	¶Ἀναχωρησάντων	αναχωρησαντων	ἀναχωρέω	4020	V	PAA.GMP
40002013	δὲ	δε	δέ	11610	C	.......
40002013	αὐτῶν,	αυτων	αὐτός	8460	R	...3GMP
40002013	ἰδοὺ,	ιδου	ὁράω	37080	I	MAM2..S
40002013	ἄγγελος	αγγελοσ	ἄγγελος	320	N	....NMS
40002013	˚Κυρίου	=κυ	κύριος	29620	N	....GMS
40002013	φαίνεται	φαινεται	φαίνω	53160	V	IPM3..S
40002013	κατʼ	κατ	κατά	25960	P	.......
40002013	ὄναρ	οναρ	ὄναρ	36770	N	....ANS
40002013	τῷ	τω	ὁ	35880	E	....DMS
40002013	Ἰωσὴφ	ιωσηφ	Ἰωσήφ	25010	N	....DMS
40002013	λέγων,	λεγων	λέγω	30040	V	PPA.NMS
40002013	“Ἐγερθεὶς,	εγερθεισ	ἐγείρω	14530	V	PAP.NMS
40002013	παράλαβε	παραλαβε	παραλαμβάνω	38800	V	MAA2..S
40002013	τὸ	το	ὁ	35880	E	....ANS
40002013	παιδίον	παιδιον	παιδίον	38130	N	....ANS
40002013	καὶ	και	καί	25320	C	.......
40002013	τὴν	την	ὁ	35880	E	....AFS
40002013	μητέρα	μητερα	μήτηρ	33840	N	....AFS
40002013	αὐτοῦ	αυτου	αὐτός	8460	R	...3GMS
40002013	καὶ	και	καί	25320	C	.......
40002013	φεῦγε	φευγε	φεύγω	53430	V	MPA2..S
40002013	εἰς	εισ	εἰς	15190	P	.......
40002013	Αἴγυπτον,	αιγυπτον	Αἴγυπτος	1250	N	....AFS
40002013	καὶ	και	καί	25320	C	.......
40002013	ἴσθι	ισθι	εἰμί	15100	V	MPA2..S
40002013	ἐκεῖ	εκει	ἐκεῖ	15630	D	.......
40002013	ἕως	εωσ	ἕως	21930	C	.......
40002013	ἂν	αν	ἄν	3020	T	.......
40002013	εἴπω	ειπω	λέγω	30040	V	SAA1..S
40002013	σοι·	σοι	σύ	47710	R	...2D.S
40002013	μέλλει	μελλει	μέλλω	31950	V	IPA3..S
40002013	γὰρ	γαρ	γάρ	10630	C	.......
40002013	Ἡρῴδης	ηρωδησ	Ἡρῴδης	22640	N	....NMS
40002013	ζητεῖν	ζητειν	ζητέω	22120	V	NPA....
40002013	τὸ	το	ὁ	35880	E	....ANS
40002013	παιδίον,	παιδιον	παιδίον	38130	N	....ANS
40002013	τοῦ	του	ὁ	35880	R	....GNS
40002013	ἀπολέσαι	απολεσαι	ἀπολλύω	6220	V	NAA....
40002013	αὐτό.”	αυτο	αὐτός	8460	R	...3ANS
40002014	Ὁ	ο	ὁ	35880	R	....NMS
40002014	δὲ	δε	δέ	11610	C	.......
40002014	ἐγερθεὶς,	εγερθεισ	ἐγείρω	14530	V	PAP.NMS
40002014	παρέλαβε	παρελαβεν	παραλαμβάνω	38800	V	IAA3..S
40002014	τὸ	το	ὁ	35880	E	....ANS
40002014	παιδίον	παιδιον	παιδίον	38130	N	....ANS
40002014	καὶ	και	καί	25320	C	.......
40002014	τὴν	την	ὁ	35880	E	....AFS
40002014	μητέρα	μητερα	μήτηρ	33840	N	....AFS
40002014	αὐτοῦ	αυτου	αὐτός	8460	R	...3GMS
40002014	νυκτὸς	νυκτοσ	νύξ	35710	N	....GFS
40002014	καὶ	και	καί	25320	C	.......
40002014	ἀνεχώρησεν	ανεχωρησεν	ἀναχωρέω	4020	V	IAA3..S
40002014	εἰς	εισ	εἰς	15190	P	.......
40002014	Αἴγυπτον,	αιγυπτον	Αἴγυπτος	1250	N	....AFS
40002015	καὶ	και	καί	25320	C	.......
40002015	ἦν	ην	εἰμί	15100	V	IIA3..S
40002015	ἐκεῖ	εκει	ἐκεῖ	15630	D	.......
40002015	ἕως	εωσ	ἕως	21930	P	.......
40002015	τῆς	τησ	ὁ	35880	E	....GFS
40002015	τελευτῆς	τελευτησ	τελευτή	50540	N	....GFS
40002015	Ἡρῴδου,	ηρωδου	Ἡρῴδης	22640	N	....GMS
40002015	ἵνα	ινα	ἵνα	24430	C	.......
40002015	πληρωθῇ	πληρωθη	πληρόω	41370	V	SAP3..S
40002015	τὸ	το	ὁ	35880	R	....NNS
40002015	ῥηθὲν	ρηθεν	λέγω	30040	V	PAP.NNS
40002015	ὑπὸ	υπο	ὑπό	52590	P	.......
40002015	˚Κυρίου	=κυ	κύριος	29620	N	....GMS
40002015	διὰ	δια	διά	12230	P	.......
40002015	τοῦ	του	ὁ	35880	E	....GMS
40002015	προφήτου	προφητου	προφήτης	43960	N	....GMS
40002015	λέγοντος,	λεγοντοσ	λέγω	30040	V	PPA.GMS
40002015	“Ἐξ	εξ	ἐκ	15370	P	.......
40002015	Αἰγύπτου	αιγυπτου	Αἴγυπτος	1250	N	....GFS
40002015	ἐκάλεσα	εκαλεσα	καλέω	25640	V	IAA1..S
40002015	τὸν	τον	ὁ	35880	E	....AMS
40002015	Υἱόν	υιον	υἱός	52070	N	....AMS
40002015	μου.”	μου	ἐγώ	14730	R	...1G.S
40002016	¶Τότε	τοτε	τότε	51190	D	.......
40002016	Ἡρῴδης,	ηρωδησ	Ἡρῴδης	22640	N	....NMS
40002016	ἰδὼν	ιδων	ὁράω	37080	V	PAA.NMS
40002016	ὅτι	οτι	ὅτι	37540	C	.......
40002016	ἐνεπαίχθη	ενεπαιχθη	ἐμπαίζω	17020	V	IAP3..S
40002016	ὑπὸ	υπο	ὑπό	52590	P	.......
40002016	τῶν	των	ὁ	35880	E	....GMP
40002016	μάγων,	μαγων	μάγος	30970	N	....GMP
40002016	ἐθυμώθη	εθυμωθη	θυμόω	23730	V	IAP3..S
40002016	λίαν	λιαν	λίαν	30290	D	.......
40002016	καὶ	και	καί	25320	C	.......
40002016	ἀποστείλας,	αποστειλασ	ἀποστέλλω	6490	V	PAA.NMS
40002016	ἀνεῖλεν	ανειλεν	ἀναιρέω	3370	V	IAA3..S
40002016	πάντας	παντασ	πᾶς	39560	E	....AMP
40002016	τοὺς	τουσ	ὁ	35880	E	....AMP
40002016	παῖδας	παιδασ	παῖς	38160	N	....AMP
40002016	τοὺς	τουσ	ὁ	35880	R	....AMP
40002016	ἐν	εν	ἐν	17220	P	.......
40002016	Βηθλέεμ	βηθλεεμ	Βηθλέεμ	9650	N	....DFS
40002016	καὶ	και	καί	25320	C	.......
40002016	ἐν	εν	ἐν	17220	P	.......
40002016	πᾶσι	πασιν	πᾶς	39560	E	....DNP
40002016	τοῖς	τοισ	ὁ	35880	E	....DNP
40002016	ὁρίοις	οριοισ	ὅριον	37250	N	....DNP
40002016	αὐτῆς	αυτησ	αὐτός	8460	R	...3GFS
40002016	ἀπὸ	απο	ἀπό	5750	P	.......
40002016	διετοῦς	διετουσ	διετής	13320	S	....GMS
40002016	καὶ	και	καί	25320	C	.......
40002016	κατωτέρω,	κατωτερω	κατωτέρω	27375	D	.......
40002016	κατὰ	κατα	κατά	25960	P	.......
40002016	τὸν	τον	ὁ	35880	E	....AMS
40002016	χρόνον	χρονον	χρόνος	55500	N	....AMS
40002016	ὃν	ον	ὅς	37390	R	....AMS
40002016	ἠκρίβωσεν	ηκριβωσεν	ἀκριβόω	1980	V	IAA3..S
40002016	παρὰ	παρα	παρά	38440	P	.......
40002016	τῶν	των	ὁ	35880	E	....GMP
40002016	μάγων.	μαγων	μάγος	30970	N	....GMP
