unit_id,witness,verse,kind,witness_reading,sr_reading
03:44019026:w29:orthography,03,Acts 19:26,orthography,γεινομενοι,γινομενοι
03:44019032:w11:substitution,03,Acts 19:32,substitution,συγκεχυ,συνκεχυμενη
03:44019032:w12:addition,03,Acts 19:32,addition,μενη,
03:44019032:w13:orthography,03,Acts 19:32,orthography,καιοι,και
03:44019032:w14:omission,03,Acts 19:32,omission,,οι
03:44019032:w3:orthography,03,Acts 19:32,orthography,ου¯,ουν
03:44019034:w11:orthography,03,Acts 19:34,orthography,ωσει,ωσ
03:44019034:w20:addition,03,Acts 19:34,addition,μεγαλη,
03:44019035:w16:orthography,03,Acts 19:35,orthography,γεινωσκει,γινωσκι
03:44019035:w20:orthography,03,Acts 19:35,orthography,νεωκορο¯,νεωκορον
03:44019035:w3:substitution,03,Acts 19:35,substitution,τον,ο
03:44019035:w4:substitution,03,Acts 19:35,substitution,οχλον,γραμματευσ
03:44019035:w5:substitution,03,Acts 19:35,substitution,ο,τον
03:44019035:w6:substitution,03,Acts 19:35,substitution,γραμματευσ,οχλον
03:44019036:w1:orthography,03,Acts 19:36,orthography,αναντιρητων,αναντιρρητων
03:44019036:w2:orthography,03,Acts 19:36,orthography,ου¯,ουν
03:44019037:w11:orthography,03,Acts 19:37,orthography,θεο¯,θεον
03:44019038:w1:substitution,03,Acts 19:38,substitution,ει,μεν
03:44019038:w17:orthography,03,Acts 19:38,orthography,εισι¯,εισιν
03:44019038:w2:substitution,03,Acts 19:38,substitution,μεν,ουν
03:44019038:w3:substitution,03,Acts 19:38,substitution,ουν,δημητριοσ
03:44019038:w4:substitution,03,Acts 19:38,substitution,δημητριοσ,και
03:44019038:w5:substitution,03,Acts 19:38,substitution,καιοι,οι
03:44019038:w8:orthography,03,Acts 19:38,orthography,τεχνειται,τεχνιται
03:44019039:w1:substitution,03,Acts 19:39,substitution,ει,δε
03:44019039:w2:substitution,03,Acts 19:39,substitution,δε,τι
03:44019039:w3:substitution,03,Acts 19:39,substitution,τι,περι
03:44019039:w4:substitution,03,Acts 19:39,substitution,περαιτερω,ετερων
03:44019040:w25:orthography,03,Acts 19:40,orthography,απελυσεν,απελυσε
03:44019040:w3:orthography,03,Acts 19:40,orthography,κινδυνευομε¯,κινδυνευομεν
03:44020003:w19:orthography,03,Acts 20:3,orthography,υποστρεφει¯,υποστρεφειν
03:44020004:w7:orthography,03,Acts 20:4,orthography,θεσσαλονεικεων,θεσσαλονικεων
03:44020006:w12:orthography,03,Acts 20:6,orthography,ηλθομε¯,ηλθομεν
03:44020006:w20:orthography,03,Acts 20:6,orthography,πεντεου,πεντε
03:44020006:w21:substitution,03,Acts 20:6,substitution,διετρειψαμε¯,οπου
03:44020006:w22:omission,03,Acts 20:6,omission,,διετριψαμεν
03:44020007:w16:orthography,03,Acts 20:7,orthography,μελλω¯,μελλων
03:44020007:w7:substitution,03,Acts 20:7,substitution,συ¯,συνηγμενων
03:44020007:w8:addition,03,Acts 20:7,addition,ηγμενων,
03:44020009:w17:orthography,03,Acts 20:9,orthography,πλειο¯,πλειον
03:44020010:w11:orthography,03,Acts 20:10,orthography,θορυβεισθαι,θορυβεισθε
03:44020010:w5:orthography,03,Acts 20:10,orthography,επεπεσε¯,επεπεσεν
03:44020010:w8:orthography,03,Acts 20:10,orthography,συνπεριλαβω¯,συνπεριλαβων
03:44020011:w1:substitution,03,Acts 20:11,substitution,αναβασ,δε
03:44020011:w2:orthography,03,Acts 20:11,orthography,δε,και
03:44020011:w9:orthography,03,Acts 20:11,orthography,ικανο¯,ικανον
03:44020013:w11:orthography,03,Acts 20:13,orthography,εκειθε¯,εκειθεν
03:44020013:w18:orthography,03,Acts 20:13,orthography,διατεταγμενον,διατεταγμενοσ
03:44020013:w19:orthography,03,Acts 20:13,orthography,η¯,ην
03:44020013:w7:orthography,03,Acts 20:13,orthography,ανηχθημε¯,ανηχθημεν
03:44020014:w3:orthography,03,Acts 20:14,orthography,συνεβαλλε¯,συνεβαλλεν
03:44020016:w1:substitution,03,Acts 20:16,substitution,κεκρει,κεκρικει
03:44020016:w16:orthography,03,Acts 20:16,orthography,εσπευδε¯,εσπευδεν
03:44020017:w4:orthography,03,Acts 20:17,orthography,μειλητου,μιλητου
03:44020018:w23:substitution,03,Acts 20:18,substitution,πα¯,παντα
03:44020018:w24:addition,03,Acts 20:18,addition,τα,
03:44020018:w9:orthography,03,Acts 20:18,orthography,επιστασθε,επιστασθαι
03:44020021:w14:substitution,03,Acts 20:21,substitution,κυριον,κν
03:44020021:w5:orthography,03,Acts 20:21,orthography,ελλησι¯,ελλησιν
03:44020021:w8:substitution,03,Acts 20:21,substitution,θεον,θν
03:44020022:w7:orthography,03,Acts 20:22,orthography,πνευ,πνι
03:44020022:w8:addition,03,Acts 20:22,addition,ματι,
03:44020023:w17:orthography,03,Acts 20:23,orthography,μενουσι¯,μενουσιν
03:44020023:w4:substitution,03,Acts 20:23,substitution,πνευμα,πνα
03:44020024:w10:orthography,03,Acts 20:24,orthography,τελειωσω,τελιωσω
03:44020024:w21:substitution,03,Acts 20:24,substitution,κυριου,κυ
03:44020024:w29:orthography,03,Acts 20:24,orthography,θεου,θυ
03:44020025:w18:orthography,03,Acts 20:25,orthography,τη¯,την
03:44020027:w11:orthography,03,Acts 20:27,orthography,θεου,θυ
03:44020030:w1:substitution,03,Acts 20:30,substitution,και,εξ
03:44020030:w13:orthography,03,Acts 20:30,orthography,εαυτω¯,εαυτων
03:44020030:w2:substitution,03,Acts 20:30,substitution,εξ,υμων
03:44020030:w3:substitution,03,Acts 20:30,substitution,υμω¯,αυτων
03:44020031:w5:orthography,03,Acts 20:31,orthography,τριετια¯,τριετιαν
03:44020032:w7:orthography,03,Acts 20:32,orthography,κω,θω
03:44020034:w2:orthography,03,Acts 20:34,orthography,γεινωσκετε,γινωσκετε
03:44020034:w9:orthography,03,Acts 20:34,orthography,ουσι,ουσιν
03:44020035:w16:substitution,03,Acts 20:35,substitution,κυριου,κυ
03:44020035:w26:orthography,03,Acts 20:35,orthography,λαμβανει¯,λαμβανειν
03:44020036:w11:substitution,03,Acts 20:36,substitution,προσευ,προσηυξατο
03:44020036:w12:addition,03,Acts 20:36,addition,ξατο,
03:44020038:w10:orthography,03,Acts 20:38,orthography,μελλουσι,μελλουσιν
03:44021002:w6:orthography,03,Acts 21:2,orthography,φοινεικην,φοινικην
03:44021004:w12:substitution,03,Acts 21:4,substitution,ελε,ελεγον
03:44021004:w13:addition,03,Acts 21:4,addition,γαν,
03:44021004:w16:substitution,03,Acts 21:4,substitution,πνευματοσ,πνσ
03:44021004:w17:addition,03,Acts 21:4,addition,ελεγαν,
03:44021004:w5:orthography,03,Acts 21:4,orthography,επεμειναμε¯,επεμειναμεν
03:44021006:w4:substitution,03,Acts 21:6,substitution,ενεβημε¯,ανεβημεν
03:44021007:w4:orthography,03,Acts 21:7,orthography,πλου¯,πλουν
03:44021008:w11:orthography,03,Acts 21:8,orthography,το¯,τον
03:44021008:w5:orthography,03,Acts 21:8,orthography,ηλθαμεν,ηλθομεν
03:44021008:w7:orthography,03,Acts 21:8,orthography,καισαρεια¯,καισαριαν
03:44021010:w1:orthography,03,Acts 21:10,orthography,επιμενοντω¯,επιμενοντων
03:44021011:w18:orthography,03,Acts 21:11,orthography,ειπε¯,ειπεν
03:44021011:w22:substitution,03,Acts 21:11,substitution,πνευμα,πνα
03:44021011:w26:orthography,03,Acts 21:11,orthography,ανδραου,ανδρα
03:44021011:w27:omission,03,Acts 21:11,omission,,ου
03:44021012:w8:orthography,03,Acts 21:12,orthography,καιοι,και
03:44021012:w9:omission,03,Acts 21:12,omission,,οι
03:44021014:w6:substitution,03,Acts 21:14,substitution,ειπο¯,ειποντεσ
03:44021014:w7:addition,03,Acts 21:14,addition,τεσ,
03:44021014:w9:substitution,03,Acts 21:14,substitution,κυριου,κυ
03:44021015:w7:orthography,03,Acts 21:15,orthography,ανεβαινομεν,αναιβαινομεν
03:44021016:w14:substitution,03,Acts 21:16,substitution,μνα,μνασωνι
03:44021016:w15:addition,03,Acts 21:16,addition,σω,
03:44021016:w7:orthography,03,Acts 21:16,orthography,καισαρειασ,καισαριασ
03:44021017:w1:orthography,03,Acts 21:17,orthography,γενομενω¯,γενομενων
03:44021017:w7:substitution,03,Acts 21:17,substitution,απεδεξα¯,απεδεξαντο
03:44021017:w8:addition,03,Acts 21:17,addition,το,
03:44021019:w7:orthography,03,Acts 21:19,orthography,εκαστο¯,εκαστον
03:44021020:w5:orthography,03,Acts 21:20,orthography,το¯,τον
03:44021020:w6:substitution,03,Acts 21:20,substitution,θεον,θν
03:44021021:w1:orthography,03,Acts 21:21,orthography,κατηχηθησα¯,κατηχηθησαν
03:44021021:w18:orthography,03,Acts 21:21,orthography,περιτεμνει¯,περιτεμνειν
03:44021022:w7:substitution,03,Acts 21:22,substitution,ε,εληλυθασ
03:44021022:w8:addition,03,Acts 21:22,addition,ληλυθεσ,
03:44021023:w6:orthography,03,Acts 21:23,orthography,λεγομε¯,λεγομεν
03:44021025:w8:orthography,03,Acts 21:25,orthography,κρειναντεσ,κριναντεσ
03:44021026:w16:orthography,03,Acts 21:26,orthography,ιερο¯,ιερον
03:44021027:w13:orthography,03,Acts 21:27,orthography,αυτο¯,αυτον
03:44021027:w7:orthography,03,Acts 21:27,orthography,συντελεισθαιοι,συντελεισθαι
03:44021027:w8:omission,03,Acts 21:27,omission,,οι
03:44021028:w20:substitution,03,Acts 21:28,substitution,πα¯,παντασ
03:44021028:w21:addition,03,Acts 21:28,addition,τασ,
03:44021028:w23:orthography,03,Acts 21:28,orthography,διδασκω¯,διδασκων
03:44021028:w3:orthography,03,Acts 21:28,orthography,ισραηλειται,ισραηλειτε
03:44021029:w1:orthography,03,Acts 21:29,orthography,ησα¯,ησαν
03:44021029:w7:orthography,03,Acts 21:29,orthography,ε¯,εν
03:44021032:w14:orthography,03,Acts 21:32,orthography,χειλιαρχο¯,χιλιαρχον
03:44021032:w3:substitution,03,Acts 21:32,substitution,λαβων,παραλαβων
03:44021034:w21:orthography,03,Acts 21:34,orthography,αυτο¯,αυτον
03:44021036:w1:orthography,03,Acts 21:36,orthography,ηκολουθει,ηκολουθι
03:44021037:w1:orthography,03,Acts 21:37,orthography,μελλω¯,μελλων
03:44021038:w17:orthography,03,Acts 21:38,orthography,ερημο¯,ερημον
03:44021038:w19:orthography,03,Acts 21:38,orthography,τετρακισχειλιουσ,τετρακισχιλιουσ
03:44021038:w22:orthography,03,Acts 21:38,orthography,σεικαριω¯,σικαριων
03:44021039:w25:orthography,03,Acts 21:39,orthography,λαο¯,λαον
03:44021040:w10:orthography,03,Acts 21:40,orthography,κατεσεισε,κατεσισε
03:44021040:w17-18:transposition,03,Acts 21:40,transposition,γενομενησ σειγησ,σιγησ γενομενησ
03:44022002:w9:orthography,03,Acts 22:2,orthography,μαλλο¯,μαλλον
03:44022003:w19:substitution,03,Acts 22:3,substitution,γαμαλι,γαμαλιηλ
03:44022003:w20:addition,03,Acts 22:3,addition,ηλου,
03:44022003:w22:orthography,03,Acts 22:3,orthography,κατ,κατα
03:44022003:w23:orthography,03,Acts 22:3,orthography,ακρειβειαν,ακριβιαν
03:44022003:w30:orthography,03,Acts 22:3,orthography,θεου,θυ
03:44022008:w15:orthography,03,Acts 22:8,orthography,ναζωραιοσ,ναζοραιοσ
03:44022008:w6:substitution,03,Acts 22:8,substitution,κε,κυριε
03:44022008:w7:orthography,03,Acts 22:8,orthography,ειπε¯,ειπεν
03:44022009:w16:substitution,03,Acts 22:9,substitution,λαλου¯,λαλουντοσ
03:44022009:w17:addition,03,Acts 22:9,addition,τοσ,
03:44022010:w22:orthography,03,Acts 22:10,orthography,εντετακται,τετακται
03:44022014:w9:orthography,03,Acts 22:14,orthography,προεχειρισατο,προεχειρησατο
03:44022015:w1:substitution,03,Acts 22:15,substitution,οτι,εση
03:44022015:w7:addition,03,Acts 22:15,addition,εση,
03:44022018:w15:substitution,03,Acts 22:18,substitution,παραδεξο¯,παραδεξονται
03:44022018:w16:addition,03,Acts 22:18,addition,ται,
03:44022019:w14:substitution,03,Acts 22:19,substitution,συ¯,συναγωγασ
03:44022019:w15:addition,03,Acts 22:19,addition,αγωγασ,
03:44022019:w9:orthography,03,Acts 22:19,orthography,φυλακιζω¯,φυλακιζων
03:44022020:w21:substitution,03,Acts 22:20,substitution,αναιρου¯,αναιρουντων
03:44022020:w22:addition,03,Acts 22:20,addition,των,
03:44022021:w11:substitution,03,Acts 22:21,substitution,απο,εξαποστελω
03:44022021:w12:addition,03,Acts 22:21,addition,στελω,
03:44022022:w10:addition,03,Acts 22:22,addition,τη¯,
03:44022022:w16:omission,03,Acts 22:22,omission,,την
03:44022022:w18:orthography,03,Acts 22:22,orthography,το¯,τον
03:44022023:w5:orthography,03,Acts 22:23,orthography,ρειπτουντων,ριπτουντων
03:44022023:w6:orthography,03,Acts 22:23,orthography,ται,τα
03:44022023:w7:orthography,03,Acts 22:23,orthography,ματια,ιματια
03:44022024:w3:orthography,03,Acts 22:24,orthography,χειλιαρχοσ,χιλιαρχοσ
03:44022024:w5:orthography,03,Acts 22:24,orthography,αυτο¯,αυτον
03:44022025:w16:orthography,03,Acts 22:25,orthography,ρωμαιο¯,ρωμαιον
03:44022027:w4:orthography,03,Acts 22:27,orthography,χειλιαρχοσ,χιλιαρχοσ
03:44022028:w11:orthography,03,Acts 22:28,orthography,εκτησαμη¯,εκτησαμην
03:44022028:w4:orthography,03,Acts 22:28,orthography,χειλιαρχοσ,χιλιαρχοσ
03:44022028:w9:orthography,03,Acts 22:28,orthography,πολειτιαν,πολιτιαν
03:44022029:w12:orthography,03,Acts 22:29,orthography,χειλιαρχοσ,χιλιαρχοσ
03:44022029:w22:orthography,03,Acts 22:29,orthography,η¯,ην
03:44022029:w9:orthography,03,Acts 22:29,orthography,ανεταζειν,αναιταζειν
03:44022030:w18:orthography,03,Acts 22:30,orthography,συνελθει¯,συνελθειν
03:44023001:w1:substitution,03,Acts 23:1,substitution,ατενισασ,δε
03:44023001:w2:substitution,03,Acts 23:1,substitution,δε,τω
03:44023001:w3:substitution,03,Acts 23:1,substitution,παυλοσ,συνεδριω
03:44023001:w4:orthography,03,Acts 23:1,orthography,τω,ο
03:44023001:w5:substitution,03,Acts 23:1,substitution,συνεδριω,παυλοσ
03:44023002:w5:orthography,03,Acts 23:2,orthography,επεταξε¯,επεταξεν
03:44023003:w17:orthography,03,Acts 23:3,orthography,κρεινων,κρινων
03:44023003:w23:orthography,03,Acts 23:3,orthography,παρανομω¯,παρανομων
03:44023004:w8:orthography,03,Acts 23:4,orthography,θεου,θυ
03:44023006:w14:orthography,03,Acts 23:6,orthography,φαρεισαιων,φαρισαιων
03:44023006:w15:orthography,03,Acts 23:6,orthography,εκραζε¯,εκραζεν
03:44023006:w22:omission,03,Acts 23:6,omission,,φαρισαιοσ
03:44023006:w22:orthography,03,Acts 23:6,orthography,φαρεισαιοσ,φαρισαιων
03:44023006:w23:addition,03,Acts 23:6,addition,ειμι,
03:44023006:w31:omission,03,Acts 23:6,omission,,εγω
03:44023006:w31:orthography,03,Acts 23:6,orthography,κρεινομαι,κρινομαι
03:44023006:w9:orthography,03,Acts 23:6,orthography,εστι¯,εστιν
03:44023008:w1:substitution,03,Acts 23:8,substitution,σαδδουκαιοι,μεν
03:44023008:w11:orthography,03,Acts 23:8,orthography,φαρεισαιοι,φαρισαιοι
03:44023009:w13:omission,03,Acts 23:9,omission,,γραμματεων
03:44023009:w13:orthography,03,Acts 23:9,orthography,φαρεισαιων,φαρισαιων
03:44023009:w8:addition,03,Acts 23:9,addition,τω¯,
03:44023010:w19:addition,03,Acts 23:10,addition,αυτο¯,
03:44023010:w22:omission,03,Acts 23:10,omission,,αυτον
03:44023010:w3:orthography,03,Acts 23:10,orthography,γεινομενησ,γινομενησ
03:44023010:w7:orthography,03,Acts 23:10,orthography,χειλιαρχοσ,χιλιαρχοσ
03:44023011:w9:orthography,03,Acts 23:11,orthography,ειπε¯,ειπεν
03:44023012:w14:orthography,03,Acts 23:12,orthography,πειν,πιειν
03:44023012:w19:orthography,03,Acts 23:12,orthography,παυλο¯,παυλον
03:44023012:w2:orthography,03,Acts 23:12,orthography,τε,δε
03:44023013:w4:orthography,03,Acts 23:13,orthography,τεσσερακονταοι,τεσσερακοντα
03:44023013:w5:omission,03,Acts 23:13,omission,,οι
03:44023013:w6:orthography,03,Acts 23:13,orthography,τη¯,την
03:44023015:w17:orthography,03,Acts 23:15,orthography,διαγεινωσκειν,διαγινωσκειν
03:44023015:w18:orthography,03,Acts 23:15,orthography,ακρειβεστερον,ακριβεστερον
03:44023015:w6:orthography,03,Acts 23:15,orthography,χειλιαρχω,χιλιαρχω
03:44023016:w1:substitution,03,Acts 23:16,substitution,ακουσασ,δε
03:44023016:w2:substitution,03,Acts 23:16,substitution,δε,ο
03:44023016:w3:orthography,03,Acts 23:16,orthography,ουιοσ,υιοσ
03:44023016:w9:orthography,03,Acts 23:16,orthography,παραγεναμενοσ,παραγενομενοσ
03:44023017:w15:orthography,03,Acts 23:17,orthography,χειλιαρχον,χιλιαρχον
03:44023018:w20:substitution,03,Acts 23:18,substitution,νε,νεανισκον
03:44023018:w21:addition,03,Acts 23:18,addition,ανιαν,
03:44023018:w5:orthography,03,Acts 23:18,orthography,αυτο¯,αυτον
03:44023018:w9:orthography,03,Acts 23:18,orthography,χειλιαρχον,χιλιαρχον
03:44023019:w7:orthography,03,Acts 23:19,orthography,χειλιαρχοσ,χιλιαρχοσ
03:44023020:w21:orthography,03,Acts 23:20,orthography,ακρειβεστερον,ακριβεστερον
03:44023021:w13:orthography,03,Acts 23:21,orthography,τεσσερακονταοι,τεσσερακοντα
03:44023021:w14:orthography,03,Acts 23:21,orthography,τινεσ,οιτινεσ
03:44023021:w18:orthography,03,Acts 23:21,orthography,φαγει¯,φαγειν
03:44023021:w20:orthography,03,Acts 23:21,orthography,πειν,πιειν
03:44023021:w27:orthography,03,Acts 23:21,orthography,εσιν,εισιν
03:44023022:w3:orthography,03,Acts 23:22,orthography,ου¯,ουν
03:44023022:w4:orthography,03,Acts 23:22,orthography,χειλιαρχοσ,χιλιαρχοσ
03:44023023:w14:orthography,03,Acts 23:23,orthography,καισαρειασ,καισαριασ
03:44023023:w6:orthography,03,Acts 23:23,orthography,εκατονταρχω¯,εκατονταρχων
03:44023024:w11:orthography,03,Acts 23:24,orthography,φηλικα,φιλικα
03:44023024:w12:orthography,03,Acts 23:24,orthography,το¯,τον
03:44023024:w8:substitution,03,Acts 23:24,substitution,δι,διασωσωσι
03:44023024:w9:addition,03,Acts 23:24,addition,ασωσι,
03:44023027:w10:orthography,03,Acts 23:27,orthography,ανερεισθαι,αναιρεισθαι
03:44023027:w14:orthography,03,Acts 23:27,orthography,συ¯,συν
03:44023030:w18:substitution,03,Acts 23:30,substitution,προσ,αυτουσ
03:44023030:w19:addition,03,Acts 23:30,addition,αυτον,
03:44023033:w5:orthography,03,Acts 23:33,orthography,καισαρειαν,καισαριαν
03:44023035:w1:substitution,03,Acts 23:35,substitution,διακουσομαι,σου
03:44023035:w13:orthography,03,Acts 23:35,orthography,τω,του
03:44023035:w2:substitution,03,Acts 23:35,substitution,σου,εφη
03:44023035:w3:substitution,03,Acts 23:35,substitution,εφη,οταν
03:44023035:w4:substitution,03,Acts 23:35,substitution,οταν,και
03:44023035:w5:substitution,03,Acts 23:35,substitution,καιοι,οι
03:44024001:w10:orthography,03,Acts 24:1,orthography,πρεσβυτερω¯,πρεσβυτερων
03:44024002:w1:substitution,03,Acts 24:2,substitution,κληθεντοσ,δε
03:44024002:w15:orthography,03,Acts 24:2,orthography,γεινομενων,γινομενων
03:44024002:w2:substitution,03,Acts 24:2,substitution,δε,αυτου
03:44024004:w15:orthography,03,Acts 24:4,orthography,επεικεια,επιεικια
03:44024005:w15:addition,03,Acts 24:5,addition,τη¯,
03:44024005:w19:omission,03,Acts 24:5,omission,,την
03:44024008:w5:orthography,03,Acts 24:8,orthography,ανακρεινασ,ανακρινασ
03:44024009:w1:substitution,03,Acts 24:9,substitution,συνεπεθεντο,δε
03:44024009:w2:orthography,03,Acts 24:9,orthography,δε,και
03:44024009:w3:substitution,03,Acts 24:9,substitution,καιοι,οι
03:44024012:w1:orthography,03,Acts 24:12,orthography,καιου,και
03:44024012:w16:orthography,03,Acts 24:12,orthography,ε¯,εν
03:44024012:w2:orthography,03,Acts 24:12,orthography,τε,ουτε
03:44024013:w7:orthography,03,Acts 24:13,orthography,νυνει,νυνι
03:44024014:w18:omission,03,Acts 24:14,omission,,πασι
03:44024015:w5:substitution,03,Acts 24:15,substitution,θεον,θν
03:44024015:w6:orthography,03,Acts 24:15,orthography,η¯,ην
03:44024016:w11:substitution,03,Acts 24:16,substitution,θεον,θν
03:44024016:w7:orthography,03,Acts 24:16,orthography,συνειδησιν,συνιδησιν
03:44024019:w13:orthography,03,Acts 24:19,orthography,κατηγορει¯,κατηγορειν
03:44024021:w16:orthography,03,Acts 24:21,orthography,κρεινομαι,κρινομαι
03:44024021:w19:orthography,03,Acts 24:21,orthography,υμω¯,υμων
03:44024022:w16:orthography,03,Acts 24:22,orthography,χειλιαρχοσ,χιλιαρχοσ
03:44024022:w6:orthography,03,Acts 24:22,orthography,ακρειβεστερον,ακριβεστερον
03:44024023:w6:orthography,03,Acts 24:23,orthography,εχει¯,εχειν
03:44024024:w24:substitution,03,Acts 24:24,substitution,χριστον,χν
03:44024024:w25:addition,03,Acts 24:24,addition,ιυ,
03:44024024:w7:orthography,03,Acts 24:24,orthography,φιλιξ,φηλιξ
03:44024026:w16:orthography,03,Acts 24:26,orthography,ωμειλει,ωμιλει
03:44024026:w6:substitution,03,Acts 24:26,substitution,xδοθησετα,δοθησεται
03:44024026:w7:substitution,03,Acts 24:26,substitution,δοθησεται,αυτω
03:44024027:w18:orthography,03,Acts 24:27,orthography,κατελιπε,κατελιπεν
03:44024027:w20:orthography,03,Acts 24:27,orthography,παυλο¯,παυλον
03:44025001:w5:orthography,03,Acts 25:1,orthography,επαρχεια,επαρχια
03:44025002:w14:orthography,03,Acts 25:2,orthography,παρεκαλου¯,παρεκαλουν
03:44025002:w6:orthography,03,Acts 25:2,orthography,καιοι,και
03:44025002:w7:omission,03,Acts 25:2,omission,,οι
03:44025002:w8:orthography,03,Acts 25:2,orthography,τω¯,των
03:44025003:w14:omission,03,Acts 25:3,omission,,εισ
03:44025003:w7:addition,03,Acts 25:3,addition,αυτο¯,
03:44025004:w10:orthography,03,Acts 25:4,orthography,καισαρεια¯,καισαρειαν
03:44025004:w14:orthography,03,Acts 25:4,orthography,ε¯,εν
03:44025005:w7:substitution,03,Acts 25:5,substitution,συνκαταβα¯,συνκαταβαντεσ
03:44025005:w8:addition,03,Acts 25:5,addition,τεσ,
03:44025006:w1:orthography,03,Acts 25:6,orthography,διατρειψασ,διατριψασ
03:44025006:w7:substitution,03,Acts 25:6,substitution,πλειονασ,πλειουσ
03:44025007:w15:substitution,03,Acts 25:7,substitution,καταφερο¯,καταφεροντεσ
03:44025007:w16:addition,03,Acts 25:7,addition,τεσ,
03:44025007:w8:orthography,03,Acts 25:7,orthography,ιεροσολυμω¯,ιεροσολυμων
03:44025011:w11:orthography,03,Acts 25:11,orthography,παραιτουμε,παραιτουμαι
03:44025011:w13:orthography,03,Acts 25:11,orthography,αποθανειν,αποθανιν
03:44025013:w12:orthography,03,Acts 25:13,orthography,καισαρειαν,καισαριαν
03:44025013:w14:orthography,03,Acts 25:13,orthography,το¯,τον
03:44025014:w5:orthography,03,Acts 25:14,orthography,διετρειβον,διετριβον
03:44025015:w12:orthography,03,Acts 25:15,orthography,καιοι,και
03:44025015:w13:omission,03,Acts 25:15,omission,,οι
03:44025015:w19:orthography,03,Acts 25:15,orthography,καταδικη¯,καταδικην
03:44025015:w7:addition,03,Acts 25:15,addition,xενεφανι,
03:44025016:w22:orthography,03,Acts 25:16,orthography,δε,τε
03:44025017:w3:substitution,03,Acts 25:17,substitution,ε¯,αυτων
03:44025017:w4:substitution,03,Acts 25:17,substitution,θαδε,ενθαδε
03:44025018:w12:orthography,03,Acts 25:18,orthography,πονηρων,πονηραν
03:44025019:w10:orthography,03,Acts 25:19,orthography,αυτο¯,αυτον
03:44025021:w8:orthography,03,Acts 25:21,orthography,τη¯,την
03:44025024:w22:orthography,03,Acts 25:24,orthography,ιουδαιω¯,ιουδαιων
03:44025024:w23:orthography,03,Acts 25:24,orthography,ενετυχεν,ενετυχον
03:44025024:w33:orthography,03,Acts 25:24,orthography,αυτο¯,αυτον
03:44025024:w34:addition,03,Acts 25:24,addition,x,
03:44025024:w8:substitution,03,Acts 25:24,substitution,πα¯,παντεσ
03:44025024:w9:addition,03,Acts 25:24,addition,τεσ,
03:44025025:w11:substitution,03,Acts 25:25,substitution,του,τουτου
03:44025025:w12:addition,03,Acts 25:25,addition,παυ,
03:44025025:w17:orthography,03,Acts 25:25,orthography,εκρεινα,εκρινα
03:44025026:w11:orthography,03,Acts 25:26,orthography,προηγαγο¯,προηγαγον
03:44026001:w9:substitution,03,Acts 26:1,substitution,υπερ,περι
03:44026002:w2:orthography,03,Acts 26:2,orthography,παντω¯,παντων
03:44026004:w11:orthography,03,Acts 26:4,orthography,γενομενη¯,γενομενην
03:44026004:w20:substitution,03,Acts 26:4,substitution,πα¯,παντεσ
03:44026004:w21:addition,03,Acts 26:4,addition,τεσ,
03:44026005:w1:orthography,03,Acts 26:5,orthography,προγεινωσκοντεσ,προγινωσκοντεσ
03:44026005:w10:orthography,03,Acts 26:5,orthography,ακρειβεστατην,ακριβεστατην
03:44026005:w14:orthography,03,Acts 26:5,orthography,θρησκειασ,θρησκιασ
03:44026005:w16:orthography,03,Acts 26:5,orthography,φαρεισαιοσ,φαρισαιοσ
03:44026005:w5:orthography,03,Acts 26:5,orthography,θελωσιν,θελωσι
03:44026005:w6:orthography,03,Acts 26:5,orthography,μαρτυρει¯,μαρτυρειν
03:44026006:w14:orthography,03,Acts 26:6,orthography,θεου,θυ
03:44026006:w16:orthography,03,Acts 26:6,orthography,κρεινομενοσ,κρινομενοσ
03:44026007:w13:substitution,03,Acts 26:7,substitution,καταντησει¯,καταντησαι
03:44026007:w4:orthography,03,Acts 26:7,orthography,δωδεκαφυλο¯,δωδεκαφυλον
03:44026007:w7:orthography,03,Acts 26:7,orthography,εκτενεια,εκτενια
03:44026008:w3:orthography,03,Acts 26:8,orthography,κρεινεται,κρινεται
03:44026009:w1:substitution,03,Acts 26:9,substitution,εγω,μεν
03:44026010:w14:orthography,03,Acts 26:10,orthography,τη¯,την
03:44026010:w8:omission,03,Acts 26:10,omission,,τε
03:44026011:w12:omission,03,Acts 26:11,omission,,τε
03:44026011:w7:orthography,03,Acts 26:11,orthography,τειμωρω¯,τιμωρων
03:44026013:w11:orthography,03,Acts 26:13,orthography,λανπροτητα,λαμπροτητα
03:44026013:w7:orthography,03,Acts 26:13,orthography,βασιλευσ,βασιλευ
03:44026014:w1:substitution,03,Acts 26:14,substitution,παντω¯,τε
03:44026014:w2:substitution,03,Acts 26:14,substitution,τε,καταπεσοντων
03:44026014:w3:substitution,03,Acts 26:14,substitution,καταπεσοντων,ημων
03:44026014:w8:orthography,03,Acts 26:14,orthography,φωνη¯,φωνην
03:44026015:w6:substitution,03,Acts 26:15,substitution,κε,κυριε
03:44026017:w1:orthography,03,Acts 26:17,orthography,εξαιρουμενοσ,εξερουμενοσ
03:44026017:w9:orthography,03,Acts 26:17,orthography,εθνω¯,εθνων
03:44026018:w17:substitution,03,Acts 26:18,substitution,θεον,θν
03:44026019:w1:orthography,03,Acts 26:19,orthography,οθε¯,οθεν
